tds,turbidity,pH,mq4,temperature,humidity,rain,oxygen_level
716.08,16.46,8.73,23.06,29.75,58.18,97.23,Low
365.25,7.5,6.33,19.49,36.91,40.79,40.38,Low
348.03,11.17,8.79,94.41,27.76,86.39,32.98,Low
709.17,14.0,6.63,35.32,29.53,37.6,24.91,Low
164.97,0.79,7.25,27.72,19.99,79.15,45.89,High
607.54,0.7,8.42,62.17,28.88,74.59,56.74,Low
762.98,5.56,8.91,33.73,29.93,46.31,10.77,Low
788.68,4.42,7.23,93.7,29.03,78.18,5.52,Low
516.89,5.47,6.7,70.44,21.12,44.0,23.57,Low
702.9,18.05,6.96,34.16,22.96,77.6,76.75,Low
66.07,7.32,8.38,8.69,32.03,47.08,82.34,High
666.28,11.37,8.7,26.08,27.75,84.08,95.35,Low
234.04,5.43,6.72,41.76,31.08,73.28,40.13,High
777.39,18.29,7.21,26.88,37.78,89.61,29.7,Low
421.83,18.43,8.67,5.05,13.15,58.93,28.96,Low
328.32,15.02,6.4,96.47,10.45,44.78,82.02,Low
111.93,17.58,5.21,21.82,36.35,32.55,40.91,Low
658.19,6.3,6.18,37.95,23.32,66.18,29.71,Low
370.96,16.21,6.39,57.14,34.01,65.58,11.02,Low
621.58,6.09,8.71,81.95,13.06,71.51,12.09,Low
711.46,6.71,5.93,13.62,38.11,48.2,46.51,Low
771.85,4.95,6.59,17.96,20.3,35.25,47.36,Low
637.73,5.59,8.52,21.13,20.29,51.29,12.21,Low
170.92,9.23,7.12,98.32,16.45,43.77,51.31,Low
76.64,18.36,5.4,94.15,29.17,47.02,44.57,Low
536.07,4.87,8.94,19.53,16.41,53.64,25.05,Low
785.57,1.03,5.31,91.19,36.02,67.44,70.31,Low
341.99,9.4,6.46,91.5,25.33,51.47,35.21,Low
81.83,17.11,5.93,67.49,14.31,37.17,23.33,Low
479.44,17.07,6.13,34.01,19.0,45.23,11.75,Low
669.64,16.51,5.07,72.66,16.41,57.37,45.83,Low
731.47,5.96,8.62,65.2,25.37,43.32,44.4,Low
293.54,19.71,7.28,84.37,38.89,73.24,78.4,Low
513.8,12.97,8.06,28.29,22.53,35.49,16.26,Low
78.3,11.7,8.01,39.19,19.25,36.01,37.59,Low
778.77,14.33,7.72,78.38,37.76,52.38,30.19,Low
338.11,13.7,6.78,54.1,11.94,70.91,27.88,Low
697.98,14.82,7.7,73.53,27.56,65.62,14.5,Low
305.03,11.34,7.44,76.31,12.33,42.04,55.29,Low
179.07,17.08,6.78,50.05,37.21,61.97,34.89,Low
740.6,1.57,6.6,89.38,20.18,84.83,3.95,Low
305.93,2.64,6.78,92.92,14.05,64.41,68.34,Low
678.31,14.17,8.41,21.74,13.35,37.55,3.55,Low
409.32,6.27,5.81,9.1,34.45,86.85,63.53,Low
143.07,15.47,8.53,84.04,25.76,32.16,48.74,Low
689.96,0.74,6.7,80.06,13.81,51.19,48.4,Low
292.98,10.87,7.93,62.21,18.17,41.29,92.63,Low
589.52,19.16,7.06,6.67,14.66,44.43,87.71,Low
518.95,12.41,6.71,61.06,12.08,79.2,94.2,Low
417.48,2.08,5.71,87.61,21.59,88.89,96.55,Low
295.74,14.53,8.67,67.04,32.95,66.88,46.06,Low
347.56,7.5,7.0,40.38,35.19,46.18,94.0,High
768.73,5.39,7.94,95.1,21.59,30.25,29.47,Low
272.39,15.65,7.99,6.05,30.16,42.84,51.77,Low
789.21,6.06,5.26,47.6,19.0,81.24,60.69,Low
597.57,13.8,6.17,74.9,19.66,68.39,60.81,Low
234.61,15.7,5.99,54.52,11.92,83.65,26.11,Low
532.35,6.26,7.19,84.34,27.45,70.59,64.35,Low
568.81,1.94,7.52,54.42,19.49,63.32,1.91,Low
483.56,6.73,6.97,26.59,29.9,50.79,83.43,High
574.72,2.35,5.52,12.36,24.64,88.11,47.15,Low
185.77,16.66,5.04,81.53,26.16,55.12,4.75,Low
648.7,8.4,5.06,83.13,21.97,86.56,22.21,Low
748.05,2.39,7.18,86.16,25.02,45.67,36.6,Low
590.49,3.02,8.91,30.39,17.29,61.88,97.78,Low
409.45,4.66,8.39,24.7,22.32,68.09,86.27,High
149.48,16.55,7.79,56.7,24.45,71.76,65.68,Low
707.5,14.09,7.39,93.17,16.17,58.33,9.6,Low
792.3,15.56,6.38,90.75,30.65,51.76,94.99,Low
678.65,15.33,6.61,13.41,29.57,84.75,80.06,Low
292.22,17.08,5.92,27.35,18.31,74.31,3.14,Low
723.3,11.2,8.25,74.68,14.78,39.04,17.98,Low
487.0,10.12,5.44,14.31,13.91,43.82,13.51,Low
592.16,18.54,7.48,39.75,13.21,33.88,94.82,Low
663.08,3.77,8.04,73.2,14.18,48.76,81.5,Low
212.04,7.42,5.4,90.79,26.48,55.82,14.79,Low
118.54,11.37,7.62,87.65,25.88,30.35,50.97,Low
611.12,5.12,6.83,57.37,34.23,89.1,77.99,Low
665.5,1.88,5.98,55.56,33.72,68.9,44.59,Low
180.96,17.43,6.63,14.03,22.37,54.28,70.81,Low
598.95,16.61,7.53,13.17,22.32,37.62,16.58,Low
588.52,12.34,6.27,9.1,36.39,79.64,52.24,Low
304.11,3.65,5.42,22.39,18.58,84.24,60.24,Low
78.3,15.13,5.8,92.14,31.71,73.69,70.83,Low
227.77,19.44,6.3,80.0,24.95,81.72,47.65,Low
781.07,19.24,7.14,43.23,20.64,68.7,61.76,Low
256.63,2.49,5.16,34.72,20.72,79.65,90.66,Low
178.6,6.3,5.48,20.03,32.46,85.38,61.24,Low
773.0,5.84,8.75,65.14,12.27,30.19,96.39,Low
271.98,3.38,8.09,6.72,31.58,55.03,98.0,High
716.13,15.19,5.89,22.06,11.03,35.35,67.36,Low
441.67,17.57,6.55,31.85,39.89,57.21,92.93,Low
352.97,13.61,7.31,98.84,26.64,45.84,31.7,Low
680.57,17.01,7.26,54.1,38.95,72.91,2.76,Low
612.13,8.6,8.47,50.59,39.35,83.24,23.11,Low
665.05,1.98,5.58,36.04,13.67,80.1,68.68,Low
134.92,16.24,6.65,50.32,23.85,62.75,37.18,Low
590.51,0.99,5.12,43.9,19.19,31.54,96.02,Low
646.83,9.91,5.1,77.82,35.74,50.86,48.33,Low
110.07,11.73,6.11,31.75,38.61,31.13,93.21,Low
244.38,11.65,5.04,2.51,21.96,70.9,93.08,Low
776.88,5.73,6.53,72.79,12.34,73.1,44.16,Low
764.72,18.61,6.05,3.35,39.29,59.57,9.7,Low
362.77,1.25,5.08,74.28,29.44,67.04,2.03,Low
292.62,7.76,6.75,66.23,35.56,74.51,49.21,Low
248.92,19.51,8.78,51.38,25.78,38.86,32.87,Low
761.12,1.42,6.52,75.71,39.3,46.57,15.42,Low
389.05,19.84,5.8,92.66,31.86,72.43,14.68,Low
430.52,10.76,8.47,25.0,33.35,80.66,18.0,Low
399.31,17.96,8.37,50.25,22.74,38.35,86.4,Low
319.11,13.32,6.19,56.15,11.1,56.71,95.49,Low
474.42,9.63,8.39,74.73,12.45,69.4,42.85,Low
429.81,0.11,8.52,39.32,18.72,83.8,66.95,Low
563.71,19.55,7.71,77.61,35.61,82.79,92.25,Low
254.0,14.22,8.8,66.92,23.55,85.04,82.58,Low
475.75,3.79,7.06,63.84,33.11,51.95,61.9,Low
91.89,5.63,7.44,10.25,37.51,41.36,6.62,High
592.14,8.87,7.66,72.31,29.0,45.63,72.88,Low
525.7,4.07,7.11,17.62,16.21,72.08,19.32,Low
471.41,8.81,6.45,74.41,21.97,64.88,58.97,Low
58.44,17.76,8.72,47.32,38.92,44.33,66.2,Low
747.47,3.92,5.44,9.63,14.93,79.66,30.2,Low
304.28,3.0,7.45,27.82,17.57,50.84,6.68,High
318.64,4.35,5.88,3.61,18.43,59.22,6.62,Low
273.66,16.01,6.54,56.03,15.67,43.5,46.82,Low
164.53,6.61,5.36,38.32,30.77,55.88,51.58,Low
553.05,14.57,5.71,85.4,33.05,35.07,49.47,Low
746.88,13.6,5.46,87.88,14.58,48.45,88.42,Low
297.48,13.84,7.97,41.93,20.93,46.79,9.13,Low
434.06,18.77,6.13,74.52,14.89,71.41,84.02,Low
229.01,7.8,5.12,98.25,23.29,30.58,44.64,Low
335.61,7.63,8.89,49.09,39.03,56.49,64.46,Low
275.3,17.2,5.27,98.99,17.32,72.58,19.33,Low
356.32,12.85,7.7,31.86,10.98,42.42,27.29,Low
401.56,12.85,7.25,97.22,29.05,70.3,51.26,Low
460.52,4.8,8.09,85.5,38.69,59.37,51.09,Low
130.04,20.0,7.69,58.24,25.63,73.82,5.6,Low
185.95,10.41,7.23,26.39,27.83,52.33,59.21,Low
401.66,1.62,7.96,21.1,25.31,38.59,89.32,High
639.01,3.49,5.41,26.34,12.48,40.54,67.84,Low
94.65,0.61,8.16,9.53,25.56,45.22,88.56,High
106.62,3.49,5.39,43.11,15.94,68.98,67.33,Low
443.79,2.58,7.18,44.65,35.31,61.39,27.85,High
756.1,9.71,5.6,97.98,39.34,82.88,91.08,Low
630.63,2.37,7.89,25.68,20.17,75.25,25.2,Low
192.85,19.84,6.97,49.83,36.26,39.37,20.82,Low
492.83,2.64,7.82,70.23,16.44,36.97,64.48,Low
340.28,17.55,7.79,37.07,24.04,49.95,16.97,Low
571.9,1.63,5.73,55.81,27.09,86.39,82.04,Low
300.57,11.32,5.65,72.52,12.31,62.22,85.95,Low
135.96,11.62,6.14,71.03,34.72,42.13,78.51,Low
173.37,10.71,7.67,15.15,33.61,78.17,40.41,Low
665.91,11.3,6.9,28.69,15.23,81.94,32.55,Low
238.02,8.29,5.14,99.56,10.31,36.3,14.62,Low
543.19,17.08,7.1,53.44,17.9,40.61,91.23,Low
536.01,1.14,7.38,16.1,31.85,37.33,26.5,Low
491.73,14.69,6.93,17.45,27.49,43.03,70.82,Low
411.91,11.81,8.64,61.17,38.03,89.88,78.88,Low
273.8,6.87,5.6,71.53,29.11,88.24,78.11,Low
376.76,13.63,8.73,84.57,20.77,59.69,24.04,Low
661.95,17.87,5.99,11.16,38.91,85.92,88.87,Low
311.56,15.91,7.32,73.19,32.26,75.61,22.26,Low
496.62,9.0,7.82,6.12,35.41,82.49,70.12,High
645.68,3.8,8.02,70.71,25.0,88.02,41.17,Low
85.16,12.42,7.68,45.46,14.54,51.66,21.73,Low
290.7,9.15,5.85,22.59,31.83,33.25,34.55,Low
694.97,2.61,5.05,50.87,37.92,56.69,53.72,Low
390.29,12.22,6.82,9.76,10.64,32.13,88.98,Low
482.79,9.61,5.26,7.02,39.03,83.19,52.36,Low
500.44,2.87,6.12,98.47,17.05,58.91,51.9,Low
259.64,11.12,5.39,79.37,23.53,64.12,93.64,Low
573.1,10.24,6.21,41.53,17.83,52.55,70.13,Low
634.14,18.14,5.81,94.77,24.01,58.65,70.73,Low
662.73,12.4,5.87,75.42,35.17,87.24,5.25,Low
197.36,10.86,8.73,64.2,28.96,38.32,28.17,Low
361.81,14.97,7.3,81.37,14.58,88.72,83.24,Low
331.71,8.83,5.67,76.96,18.18,67.67,96.47,Low
754.45,17.35,8.61,14.74,18.03,85.01,87.74,Low
758.87,7.14,6.5,27.85,30.92,81.05,38.11,Low
658.92,16.04,7.63,33.45,18.7,30.25,46.96,Low
254.94,19.25,6.89,45.13,38.15,79.93,80.64,Low
754.64,1.08,5.72,0.24,32.63,64.28,24.19,Low
682.15,15.59,6.53,86.94,22.49,61.08,26.69,Low
560.12,1.61,5.82,70.33,13.95,87.7,95.83,Low
536.84,3.4,6.01,84.36,33.92,79.66,17.98,Low
786.59,6.7,6.45,23.72,15.49,33.89,33.22,Low
694.18,0.27,5.98,41.32,37.94,41.42,49.3,Low
198.2,7.62,7.26,95.8,32.97,76.44,3.06,Low
512.49,14.11,7.89,64.03,29.94,80.24,86.27,Low
444.72,14.12,6.69,34.48,18.39,60.8,7.12,Low
135.58,14.95,5.43,34.24,26.04,36.38,8.5,Low
412.5,8.06,7.16,75.27,26.5,61.91,73.08,Low
179.28,14.91,8.29,57.12,18.56,75.7,72.56,Low
145.21,11.94,7.82,50.25,34.28,53.21,57.9,Low
100.9,8.02,6.41,1.28,19.84,61.04,39.84,Low
661.93,7.8,5.14,91.64,21.48,79.2,67.73,Low
791.73,2.07,5.5,42.67,25.09,38.34,88.13,Low
624.45,1.75,5.98,88.89,26.63,81.32,21.87,Low
453.88,13.07,7.57,58.34,20.5,82.42,11.38,Low
496.35,8.23,5.08,95.43,27.17,82.37,27.33,Low
210.3,7.19,7.2,87.77,37.32,68.13,16.01,Low
297.07,15.84,5.22,41.0,34.56,34.37,61.34,Low
337.09,11.9,5.4,26.29,26.79,35.37,35.1,Low
321.04,6.85,8.86,24.09,23.26,80.39,79.59,Low
241.23,16.87,7.75,55.47,26.64,86.94,28.43,Low
745.0,17.95,6.69,41.74,24.32,60.6,81.52,Low
324.42,13.29,5.26,54.69,22.89,79.85,18.55,Low
146.58,11.28,6.96,35.72,21.6,49.98,44.12,Low
314.1,3.21,6.67,44.66,26.65,58.63,48.23,High
622.84,15.28,8.23,19.25,11.44,89.49,78.4,Low
431.21,4.41,6.94,35.36,27.12,63.42,14.7,High
83.25,2.64,7.39,20.47,13.43,86.15,69.58,High
557.77,17.97,8.61,74.57,33.23,59.11,23.13,Low
548.03,11.57,7.81,29.91,10.7,53.4,96.24,Low
659.46,13.9,6.29,38.31,17.03,40.96,49.84,Low
217.7,16.05,7.59,59.34,14.18,41.67,14.82,Low
722.72,15.74,8.19,99.92,17.06,36.12,40.1,Low
405.81,10.68,8.15,35.64,26.14,87.49,62.05,Low
215.64,7.7,6.99,30.5,39.76,55.08,16.02,High
576.18,8.32,7.5,31.95,18.45,53.43,13.03,Low
744.26,16.22,8.16,95.5,19.95,81.2,24.48,Low
643.73,13.2,6.18,66.26,14.68,32.79,68.63,Low
181.07,16.87,7.83,63.15,21.22,61.74,95.8,Low
386.64,13.15,7.47,53.07,29.57,50.2,90.51,Low
182.12,11.27,6.34,81.03,10.17,70.27,24.14,Low
468.59,0.57,6.44,75.1,13.5,50.83,58.74,Low
166.38,19.32,5.09,92.63,22.3,78.09,65.81,Low
481.11,2.48,8.31,73.48,32.07,64.5,62.89,Low
651.77,5.98,8.85,69.48,18.39,42.12,32.03,Low
256.04,7.43,8.03,70.49,28.9,59.7,69.75,Low
625.43,16.46,7.21,51.11,23.42,45.49,53.51,Low
264.86,17.82,7.13,29.16,18.71,44.68,37.06,Low
680.83,15.39,7.36,78.95,29.57,80.41,81.12,Low
283.07,0.32,7.21,0.72,23.74,34.44,67.57,High
477.73,16.04,7.73,48.68,21.88,85.38,24.04,Low
740.35,1.73,8.75,57.04,24.08,70.82,52.93,Low
450.65,10.13,5.69,13.77,16.82,53.18,2.54,Low
447.98,1.33,5.44,84.42,10.95,85.85,12.4,Low
478.48,3.98,5.01,84.25,25.99,76.93,39.88,Low
571.5,3.06,5.71,72.64,37.09,40.44,13.74,Low
600.02,19.54,8.0,23.63,29.51,89.39,44.69,Low
404.0,13.73,8.98,69.06,24.17,41.41,32.69,Low
473.09,3.07,7.27,45.61,32.12,45.91,2.11,High
548.97,15.75,6.75,15.25,34.19,49.58,68.78,Low
179.23,7.41,6.55,73.25,16.67,88.32,15.52,Low
104.53,7.31,8.31,59.03,10.3,64.32,68.57,Low
561.87,10.09,6.95,69.53,25.71,57.92,51.83,Low
212.09,10.6,7.87,43.37,30.96,89.07,92.66,Low
71.91,14.65,8.63,78.28,39.48,63.94,18.95,Low
126.05,7.1,8.81,71.07,14.32,69.13,81.97,Low
94.3,7.58,5.61,78.42,29.07,50.97,8.82,Low
719.74,12.77,6.43,2.62,22.22,43.76,5.68,Low
597.08,9.25,6.05,61.87,26.74,68.37,28.25,Low
395.01,2.37,8.02,54.82,26.26,57.34,3.01,Low
286.97,5.93,6.78,67.3,33.37,46.68,58.4,Low
394.45,5.84,8.17,8.8,15.39,36.39,4.9,High
707.25,19.22,7.41,41.0,23.69,39.07,88.94,Low
188.13,19.44,5.25,6.77,30.29,39.68,77.62,Low
607.81,14.66,5.57,84.75,35.36,52.29,98.3,Low
382.99,17.22,6.0,63.58,31.35,50.83,96.52,Low
152.81,7.56,7.06,73.18,20.25,48.07,87.9,Low
418.89,3.38,6.04,56.76,37.96,37.37,87.76,Low
128.04,4.37,8.54,93.15,15.12,79.61,20.48,Low
209.49,12.34,7.46,74.92,17.46,56.52,30.67,Low
361.57,13.19,6.03,29.51,10.63,32.79,37.4,Low
100.81,5.65,7.66,2.29,11.82,55.87,33.86,High
478.72,17.91,7.52,98.71,19.87,87.3,9.92,Low
291.19,17.17,8.26,1.5,11.9,59.04,21.14,Low
143.54,2.14,7.55,86.94,16.36,71.6,88.12,Low
637.13,11.13,7.7,52.36,21.35,68.61,42.17,Low
715.4,8.6,8.06,88.35,23.95,35.1,54.36,Low
70.97,16.38,6.21,23.24,15.74,46.58,38.84,Low
677.35,14.34,8.0,74.68,17.82,55.82,63.76,Low
314.12,15.67,7.57,97.89,39.25,81.36,40.52,Low
149.72,16.12,7.76,72.33,11.02,58.56,3.8,Low
286.9,1.9,8.28,40.64,16.55,68.99,75.39,High
119.24,8.2,6.37,28.86,32.1,76.35,48.69,Low
553.64,16.59,6.28,66.5,23.65,56.0,10.23,Low
289.92,10.75,7.64,10.19,12.75,35.58,70.81,Low
571.74,13.89,5.15,90.69,22.77,87.51,61.14,Low
644.65,16.22,6.09,1.85,20.9,71.25,26.58,Low
356.34,4.42,7.38,53.5,20.33,65.16,25.63,Low
732.95,0.62,8.94,33.37,27.19,37.73,95.04,Low
56.46,18.37,7.09,49.77,15.26,41.81,13.83,Low
376.55,15.76,8.1,32.11,10.19,37.1,58.71,Low
642.19,0.28,7.48,16.07,11.05,35.03,11.78,Low
293.92,5.18,6.44,91.32,27.07,64.09,88.69,Low
792.15,18.05,6.42,10.66,15.94,32.51,52.98,Low
99.91,1.33,8.63,22.46,11.39,75.3,10.3,Low
124.85,11.61,5.1,21.83,10.49,36.12,93.24,Low
531.42,11.39,8.4,91.44,38.71,38.97,17.12,Low
390.68,1.56,7.76,2.79,28.68,39.86,3.65,High
245.09,12.91,8.75,40.4,16.64,44.37,81.24,Low
409.99,7.61,6.99,9.39,39.91,30.32,49.17,High
343.95,12.29,8.68,84.76,15.9,55.54,91.59,Low
97.23,9.28,5.53,88.81,15.69,64.18,31.65,Low
284.8,15.58,6.9,74.4,33.01,71.35,34.6,Low
346.51,13.05,8.16,4.1,10.87,66.24,60.15,Low
660.49,13.45,8.46,59.29,37.88,89.91,96.54,Low
295.2,13.94,5.23,42.93,27.77,80.92,0.22,Low
791.92,13.75,7.44,71.11,34.9,87.83,32.78,Low
93.39,16.55,7.88,58.99,36.86,44.58,76.8,Low
65.08,18.21,6.46,60.33,30.5,31.0,82.18,Low
777.49,3.85,5.67,27.39,19.07,89.86,94.18,Low
767.59,2.14,7.7,92.03,22.89,35.6,78.0,Low
348.41,15.55,6.67,4.96,28.42,71.96,69.41,Low
460.08,5.69,8.75,53.31,39.23,62.0,75.42,Low
498.27,10.52,5.89,58.06,27.49,57.16,3.7,Low
566.8,3.87,8.6,19.74,12.9,54.39,56.64,Low
74.63,13.66,6.5,44.35,30.3,59.49,30.15,Low
759.49,16.5,8.02,87.38,10.31,72.25,51.85,Low
609.87,16.39,6.33,80.22,17.01,41.77,63.29,Low
254.32,4.55,5.31,11.22,23.73,73.26,15.14,Low
217.58,2.72,5.94,95.72,10.16,40.99,87.64,Low
461.67,3.62,5.32,88.79,30.13,49.16,11.81,Low
412.6,8.42,8.98,61.56,27.51,38.37,26.97,Low
80.66,10.16,7.85,49.63,38.32,79.7,17.47,Low
284.15,5.68,7.71,73.57,26.96,80.58,7.57,Low
383.37,13.84,7.29,96.86,17.51,71.45,18.92,Low
595.93,14.47,5.13,38.54,20.47,42.17,90.18,Low
670.71,13.54,6.53,44.07,33.47,40.05,32.67,Low
591.93,0.09,8.0,64.3,31.1,33.25,45.56,Low
602.1,6.74,8.64,17.54,19.23,45.87,33.13,Low
198.68,0.73,5.61,55.59,28.79,70.99,47.23,Low
576.03,13.93,7.18,21.57,30.75,46.4,92.81,Low
442.79,19.8,6.5,53.51,28.47,42.95,49.61,Low
685.0,9.09,5.59,40.03,17.76,67.92,92.72,Low
373.0,4.61,8.8,3.07,11.72,87.71,86.99,Low
687.32,13.72,6.57,3.62,10.19,83.11,49.92,Low
540.37,11.16,7.39,18.92,31.0,57.34,26.6,Low
785.8,17.47,7.54,94.26,21.9,86.8,54.33,Low
414.91,9.02,7.34,69.75,31.68,71.73,27.57,Low
524.75,10.09,5.52,37.72,20.48,72.15,33.39,Low
155.91,8.75,6.27,40.96,26.38,77.88,35.52,Low
177.11,18.65,6.27,57.1,25.05,46.81,19.05,Low
352.54,18.07,6.68,5.39,34.06,35.28,34.35,Low
677.07,12.53,8.05,67.65,25.67,77.52,13.46,Low
607.58,12.93,8.3,67.21,29.03,63.17,26.17,Low
596.43,18.64,7.09,45.85,23.59,48.63,51.23,Low
225.71,6.5,7.86,79.06,12.91,78.77,38.26,Low
293.11,5.31,6.76,80.79,30.34,64.77,33.21,Low
384.89,0.42,5.84,77.39,13.63,53.62,27.75,Low
705.24,10.16,6.4,65.6,23.05,71.21,30.18,Low
476.03,14.67,6.44,99.76,21.64,64.36,53.54,Low
513.09,0.05,5.55,83.53,19.53,59.01,41.35,Low
572.61,9.64,8.09,11.15,22.79,64.39,88.75,Low
416.87,19.37,6.37,53.83,28.57,70.56,79.18,Low
506.48,4.13,8.47,82.45,37.58,86.96,89.2,Low
413.02,19.59,5.63,9.77,15.06,48.28,48.29,Low
125.93,11.87,7.76,99.7,32.81,36.99,42.74,Low
508.75,7.25,8.59,38.11,24.99,81.04,58.7,Low
766.6,1.94,7.06,74.43,11.99,52.05,31.52,Low
240.77,19.66,5.34,11.46,16.09,76.6,62.2,Low
598.64,8.21,8.46,61.08,35.63,48.31,43.83,Low
556.59,19.09,8.28,17.82,17.87,84.82,93.18,Low
194.6,13.01,5.77,47.81,14.73,82.83,93.99,Low
779.63,19.83,7.97,16.29,23.15,65.79,40.11,Low
721.54,2.2,8.92,7.35,20.67,80.2,19.22,Low
359.82,17.02,6.88,90.99,12.07,42.39,91.79,Low
193.25,13.41,5.58,7.72,11.13,54.42,57.03,Low
134.74,8.13,8.75,26.14,20.36,74.86,30.59,Low
104.8,0.51,8.36,91.56,20.21,49.36,1.21,Low
134.27,6.72,7.61,17.76,31.4,69.41,36.71,High
229.38,16.88,7.05,76.62,17.66,70.02,59.99,Low
78.65,6.13,6.82,97.13,27.91,38.68,35.5,Low
110.44,18.79,7.88,1.37,14.69,88.86,37.41,Low
288.53,9.67,7.29,62.8,23.71,42.58,62.21,Low
284.76,2.35,7.53,28.79,12.46,64.9,26.92,High
93.09,12.75,7.93,9.02,20.79,49.22,90.17,Low
73.91,8.37,5.21,10.83,30.64,82.74,64.5,Low
477.3,1.5,8.43,28.01,26.2,81.39,5.58,High
187.71,13.99,8.89,8.5,31.51,78.52,98.68,Low
701.39,1.59,5.35,4.44,31.97,30.79,70.11,Low
179.26,14.32,8.4,25.65,16.88,77.28,12.47,Low
494.73,11.74,5.38,33.32,28.41,81.43,75.01,Low
472.78,17.36,8.22,48.79,31.39,50.4,95.29,Low
671.86,1.52,6.48,57.47,15.55,41.24,51.95,Low
167.37,0.98,5.91,75.76,36.77,82.06,39.54,Low
271.23,18.54,7.03,47.14,22.62,68.58,90.5,Low
608.93,12.22,7.37,65.63,34.3,44.75,93.53,Low
322.47,6.4,8.29,0.14,10.64,30.61,83.39,High
218.87,11.83,7.26,25.26,24.1,83.26,42.77,Low
332.52,5.82,8.4,64.85,38.88,51.98,44.13,Low
488.59,2.41,6.45,59.53,17.83,79.57,38.7,Low
654.45,6.03,6.87,49.69,13.5,33.05,11.65,Low
352.87,1.17,7.06,58.9,28.56,78.06,63.43,Low
589.15,5.84,8.86,28.93,39.72,80.62,46.16,Low
604.35,19.02,8.62,73.89,39.65,82.97,78.85,Low
622.05,18.84,8.34,62.52,29.71,47.9,12.0,Low
182.7,17.21,8.96,80.85,19.55,41.63,57.74,Low
195.16,19.92,6.35,59.4,32.16,38.5,96.39,Low
693.03,12.85,8.83,62.52,38.76,44.46,2.98,Low
575.8,7.79,8.25,57.11,23.75,54.41,93.93,Low
719.93,9.37,5.37,90.72,37.48,82.49,73.59,Low
588.46,18.29,8.48,11.58,31.72,31.57,14.98,Low
298.52,9.33,7.09,67.16,32.19,47.88,25.84,Low
343.99,8.28,8.3,60.18,19.98,85.04,67.54,Low
257.59,1.16,8.48,10.56,27.85,34.02,38.83,High
471.32,6.79,7.24,0.22,24.49,83.22,59.6,High
312.04,9.59,8.98,61.66,12.14,69.14,11.91,Low
555.84,7.58,7.85,51.05,30.58,57.95,63.34,Low
387.78,16.05,5.72,28.87,33.23,84.61,20.78,Low
325.31,12.77,8.71,35.84,25.95,56.41,15.8,Low
797.62,3.57,7.51,86.07,31.37,70.11,14.66,Low
55.46,10.8,7.96,82.92,11.86,83.56,55.31,Low
517.17,8.12,5.91,83.14,31.59,77.68,88.32,Low
692.14,14.93,6.12,62.35,28.83,69.15,28.95,Low
789.84,4.58,5.55,71.51,37.71,67.74,95.14,Low
211.49,15.16,5.34,71.12,29.05,83.55,57.71,Low
360.84,18.46,7.15,67.95,13.79,45.41,15.93,Low
635.74,6.04,8.74,59.24,26.81,76.76,58.07,Low
443.9,10.72,8.18,28.03,27.87,33.25,54.11,Low
148.14,19.37,5.46,69.28,27.29,81.13,79.32,Low
537.97,8.19,7.81,28.59,31.78,85.2,18.67,Low
214.96,6.55,7.64,21.96,25.4,72.41,34.16,High
423.65,8.58,7.18,69.63,32.46,36.93,56.61,Low
376.98,8.95,7.25,21.84,29.97,78.83,73.18,High
719.2,18.16,6.28,17.67,37.12,60.44,43.47,Low
629.14,17.79,6.43,73.68,26.23,69.65,39.35,Low
520.93,12.39,7.92,25.62,34.49,60.66,36.04,Low
454.6,6.33,8.77,96.53,19.86,82.69,87.38,Low
622.58,0.95,5.77,92.37,25.44,40.84,21.41,Low
188.78,6.61,6.94,28.68,16.07,38.74,52.96,High
512.77,8.56,6.69,58.85,26.69,85.48,81.59,Low
356.17,14.61,6.9,52.04,35.98,89.15,69.96,Low
747.3,4.13,5.86,32.2,24.8,41.3,65.56,Low
572.37,13.41,6.25,19.13,11.04,32.19,43.61,Low
262.88,15.35,7.92,62.05,15.58,38.7,22.41,Low
402.46,10.47,6.94,83.88,15.48,64.03,95.18,Low
527.65,18.7,5.78,43.03,21.66,56.07,90.12,Low
418.09,3.23,6.03,60.42,18.08,44.43,33.96,Low
68.31,10.52,6.3,36.05,10.42,89.8,77.5,Low
102.34,7.73,8.35,51.62,37.64,64.22,56.66,Low
511.28,19.12,6.57,89.61,36.08,42.19,48.47,Low
380.76,19.78,7.43,9.96,11.55,30.83,61.25,Low
173.44,13.84,5.21,68.91,37.45,42.34,60.39,Low
644.77,0.62,7.22,86.48,19.45,51.84,11.59,Low
221.43,13.27,5.95,83.26,32.41,71.76,76.09,Low
374.78,9.99,7.72,66.38,35.63,69.54,92.81,Low
631.63,10.63,8.13,42.46,20.71,46.42,91.56,Low
327.75,7.52,5.97,51.37,25.97,82.22,25.54,Low
620.94,10.22,6.06,94.29,27.8,65.68,38.39,Low
354.02,16.87,8.48,85.58,16.45,39.85,86.87,Low
685.4,12.78,7.92,21.0,30.47,56.38,49.47,Low
533.31,11.19,5.75,27.94,27.13,86.03,15.1,Low
309.28,7.96,6.12,93.92,28.5,76.88,49.58,Low
406.03,6.43,7.84,27.64,37.8,32.93,29.75,High
768.78,14.17,7.1,56.04,17.68,36.48,14.5,Low
108.26,4.52,8.94,95.58,30.84,49.49,26.82,Low
592.1,17.98,7.45,31.35,27.64,62.63,83.66,Low
723.79,9.11,7.18,9.88,36.51,39.93,60.24,Low
